#Data for Bergamo Via Meucci, Lombardia from 2019/01/01 to 2020/04/03. [generated on 2020-04-03 05:44]
#Station is located at latitude 45.691044, longitude 9.64366225
#Values are unconverted and expressed in milligrams per cubic meter.
#Values are based on daily average
#Attribution: Agenzia Regionale per la Protezione dell'Ambiente della Lombardia)  https://ita.arpalombardia.it/ITA/
date,pm25,pm25_min,pm25_max,pm10,pm10_min,pm10_max,o3,o3_min,o3_max,no2,no2_min,no2_max,co,co_min,co_max
2019-05-04,9,9,9,12,12,12,96,96,96,26,26,26,0.2,0.2,0.2
2019-05-03,8,8,8,11,11,11,95,95,95,29,29,29,0.4,0.4,0.4
2019-05-02,16,16,16,21,21,21,114,114,114,30,30,30,0.3,0.3,0.3
2019-05-01,12,12,12,16,16,16,130,130,130,48,48,48,0.3,0.3,0.3
2019-04-30,15,15,15,18,18,18,94,94,94,74,74,74,0.3,0.3,0.3
2019-04-29,10,10,10,13,13,13,80,80,80,44,44,44,0.2,0.2,0.2
2019-04-28,6,6,6,8,8,8,95,95,95,27,27,27,0.2,0.2,0.2
2019-04-27,5,5,5,7,7,7,99,99,99,40,40,40,0.3,0.3,0.3
2019-04-26,13,13,13,27,27,27,86,86,86,35,35,35,0.2,0.2,0.2
2019-04-25,11,11,11,20,20,20,76,76,76,20,20,20,0.2,0.2,0.2
2019-04-24,11,11,11,18,18,18,67,67,67,44,44,44,0.3,0.3,0.3
2019-04-23,12,12,12,16,16,16,94,94,94,36,36,36,0.3,0.3,0.3
2019-04-22,19,19,19,24,24,24,116,116,116,24,24,24,0.2,0.2,0.2
2019-04-20,"-","-","-","-","-","-",113,113,113,42,42,42,0.3,0.3,0.3
2019-04-19,22,22,22,27,27,27,121,121,121,64,64,64,0.4,0.4,0.4
2019-04-18,23,23,23,31,31,31,137,137,137,66,66,66,0.3,0.3,0.3
2019-04-17,19,19,19,22,22,22,109,109,109,71,71,71,0.4,0.4,0.4
2019-04-16,20,20,20,24,24,24,103,103,103,58,58,58,0.3,0.3,0.3
2019-04-15,11,11,11,11,11,11,80,80,80,48,48,48,0.3,0.3,0.3
2019-04-14,6,6,6,9,9,9,98,98,98,35,35,35,0.3,0.3,0.3
2019-04-13,21,21,21,28,28,28,69,69,69,41,41,41,0.3,0.3,0.3
2019-04-12,14,14,14,17,17,17,68,68,68,51,51,51,0.3,0.3,0.3
2019-04-11,16,16,16,16,16,16,48,48,48,43,43,43,0.3,0.3,0.3
2019-04-10,19,19,19,24,24,24,"-","-","-",48,48,48,0.3,0.3,0.3
2019-04-09,13,13,13,16,16,16,"-","-","-",50,50,50,0.3,0.3,0.3
2019-04-08,15,15,15,18,18,18,62,62,62,38,38,38,0.3,0.3,0.3
2019-04-07,18,18,18,21,21,21,80,80,80,36,36,36,0.3,0.3,0.3
2019-04-06,29,29,29,31,31,31,55,55,55,44,44,44,0.3,0.3,0.3
2019-04-05,12,12,12,16,16,16,65,65,65,76,76,76,0.5,0.5,0.5
2019-04-04,8,8,8,11,11,11,81,81,81,30,30,30,0.2,0.2,0.2
2019-04-03,24,24,24,29,29,29,100,100,100,66,66,66,0.3,0.3,0.3
2019-04-02,33,33,33,39,39,39,111,111,111,99,99,99,0.4,0.4,0.4
2019-04-01,33,33,33,38,38,38,121,121,121,110,110,110,0.5,0.5,0.5
2019-03-31,30,30,30,36,36,36,115,115,115,86,86,86,0.5,0.5,0.5
2019-03-30,29,29,29,37,37,37,101,101,101,91,91,91,0.5,0.5,0.5
2019-03-29,27,27,27,35,35,35,88,88,88,86,86,86,0.4,0.4,0.4
2019-03-28,23,23,23,27,27,27,77,77,77,79,79,79,0.4,0.4,0.4
2019-03-27,18,18,18,20,20,20,87,87,87,82,82,82,0.4,0.4,0.4
2019-03-26,13,13,13,18,18,18,100,100,100,88,88,88,0.3,0.3,0.3
2019-03-25,26,26,26,29,29,29,102,102,102,65,65,65,0.4,0.4,0.4
2019-03-24,32,32,32,38,38,38,114,114,114,89,89,89,0.5,0.5,0.5
2019-03-23,37,37,37,43,43,43,98,98,98,101,101,101,0.6,0.6,0.6
2019-03-22,37,37,37,44,44,44,82,82,82,109,109,109,0.5,0.5,0.5
2019-03-21,26,26,26,34,34,34,86,86,86,94,94,94,0.4,0.4,0.4
2019-03-20,19,19,19,24,24,24,75,75,75,88,88,88,0.4,0.4,0.4
2019-03-19,11,11,11,17,17,17,79,79,79,50,50,50,0.2,0.2,0.2
2019-03-18,8,8,8,11,11,11,79,79,79,38,38,38,0.2,0.2,0.2
2019-03-17,41,41,41,53,53,53,71,71,71,57,57,57,0.4,0.4,0.4
2019-03-16,27,27,27,35,35,35,56,56,56,80,80,80,0.3,0.3,0.3
2019-03-15,19,19,19,22,22,22,69,69,69,74,74,74,0.5,0.5,0.5
2019-03-14,24,24,24,30,30,30,60,60,60,85,85,85,0.4,0.4,0.4
2019-03-13,17,17,17,24,24,24,76,76,76,73,73,73,0.4,0.4,0.4
2019-03-12,9,9,9,11,11,11,87,87,87,88,88,88,0.4,0.4,0.4
2019-03-11,8,8,8,9,9,9,89,89,89,46,46,46,0.4,0.4,0.4
2019-03-10,15,15,15,23,23,23,73,73,73,52,52,52,0.3,0.3,0.3
2019-03-09,20,20,20,28,28,28,76,76,76,48,48,48,0.3,0.3,0.3
2019-03-08,24,24,24,30,30,30,63,63,63,85,85,85,0.4,0.4,0.4
2019-03-07,23,23,23,34,34,34,58,58,58,63,63,63,0.5,0.5,0.5
2019-03-06,28,28,28,35,35,35,39,39,39,92,92,92,0.5,0.5,0.5
2019-03-05,18,18,18,20,20,20,55,55,55,88,88,88,0.5,0.5,0.5
2019-03-04,30,30,30,36,36,36,61,61,61,82,82,82,0.5,0.5,0.5
2019-03-03,34,34,34,41,41,41,80,80,80,90,90,90,0.7,0.7,0.7
2019-03-02,49,49,49,56,56,56,58,58,58,90,90,90,0.6,0.6,0.6
2019-03-01,62,62,62,78,78,78,60,60,60,90,90,90,0.6,0.6,0.6
2019-02-28,60,60,60,73,73,73,46,46,46,102,102,102,0.7,0.7,0.7
2019-02-27,36,36,36,43,43,43,60,60,60,111,111,111,0.8,0.8,0.8
2019-02-26,40,40,40,48,48,48,47,47,47,111,111,111,0.8,0.8,0.8
2019-02-25,44,44,44,53,53,53,30,30,30,99,99,99,0.7,0.7,0.7
2019-02-24,23,23,23,34,34,34,66,66,66,83,83,83,0.7,0.7,0.7
2019-02-23,32,32,32,42,42,42,63,63,63,76,76,76,0.7,0.7,0.7
2019-02-22,65,65,65,81,81,81,42,42,42,111,111,111,0.8,0.8,0.8
2019-02-21,77,77,77,92,92,92,39,39,39,110,110,110,0.8,0.8,0.8
2019-02-20,75,75,75,89,89,89,25,25,25,94,94,94,0.8,0.8,0.8
2019-02-19,56,56,56,52,52,52,69,69,69,96,96,96,0.7,0.7,0.7
2019-02-18,48,48,48,67,67,67,59,59,59,108,108,108,0.7,0.7,0.7
2019-02-17,46,46,46,60,60,60,49,49,49,89,89,89,0.8,0.8,0.8
2019-02-16,59,59,59,73,73,73,36,36,36,97,97,97,0.8,0.8,0.8
2019-02-15,46,46,46,63,63,63,28,28,28,105,105,105,0.8,0.8,0.8
2019-02-14,35,35,35,47,47,47,36,36,36,99,99,99,0.8,0.8,0.8
2019-02-13,23,23,23,34,34,34,55,55,55,120,120,120,0.7,0.7,0.7
2019-02-12,20,20,20,28,28,28,49,49,49,103,103,103,0.7,0.7,0.7
2019-02-11,11,11,11,12,12,12,72,72,72,56,56,56,0.5,0.5,0.5
2019-02-10,42,42,42,48,48,48,18,18,18,71,71,71,0.7,0.7,0.7
2019-02-09,27,27,27,37,37,37,55,55,55,96,96,96,0.8,0.8,0.8
2019-02-08,38,38,38,52,52,52,38,38,38,110,110,110,1.1,1.1,1.1
2019-02-07,43,43,43,58,58,58,12,12,12,114,114,114,1.1,1.1,1.1
2019-02-06,31,31,31,41,41,41,39,39,39,105,105,105,0.9,0.9,0.9
2019-02-05,32,32,32,41,41,41,36,36,36,92,92,92,0.8,0.8,0.8
2019-02-04,15,15,15,22,22,22,35,35,35,96,96,96,0.7,0.7,0.7
2019-02-03,29,29,29,33,33,33,6,6,6,59,59,59,0.7,0.7,0.7
2019-02-02,29,29,29,32,32,32,3,3,3,66,66,66,0.8,0.8,0.8
2019-02-01,35,35,35,37,37,37,12,12,12,85,85,85,0.9,0.9,0.9
2019-01-31,41,41,41,48,48,48,10,10,10,87,87,87,0.7,0.7,0.7
2019-01-30,"-","-","-","-","-","-",47,47,47,77,77,77,0.8,0.8,0.8
2019-01-29,30,30,30,40,40,40,24,24,24,102,102,102,0.8,0.8,0.8
2019-01-28,41,41,41,48,48,48,17,17,17,86,86,86,0.8,0.8,0.8
2019-01-27,47,47,47,56,56,56,25,25,25,69,69,69,1.1,1.1,1.1
2019-01-26,40,40,40,54,54,54,28,28,28,95,95,95,1,1,1
2019-01-25,33,33,33,42,42,42,37,37,37,108,108,108,0.9,0.9,0.9
2019-01-24,44,44,44,54,54,54,32,32,32,89,89,89,0.7,0.7,0.7
2019-01-23,38,38,38,47,47,47,18,18,18,80,80,80,0.9,0.9,0.9
2019-01-22,38,38,38,48,48,48,29,29,29,99,99,99,0.9,0.9,0.9
2019-01-21,48,48,48,60,60,60,23,23,23,94,94,94,0.9,0.9,0.9
2019-01-20,32,32,32,37,37,37,36,36,36,71,71,71,0.6,0.6,0.6
2019-01-19,16,16,16,23,23,23,40,40,40,62,62,62,0.5,0.5,0.5
2019-01-18,38,38,38,45,45,45,17,17,17,71,71,71,0.6,0.6,0.6
2019-01-17,36,36,36,42,42,42,42,42,42,78,78,78,0.6,0.6,0.6
2019-01-16,16,16,16,28,28,28,62,62,62,130,130,130,1,1,1
2019-01-15,20,20,20,33,33,33,69,69,69,114,114,114,1.1,1.1,1.1
2019-01-14,8,8,8,9,9,9,73,73,73,51,51,51,0.8,0.8,0.8
2019-01-13,52,52,52,64,64,64,14,14,14,88,88,88,1.2,1.2,1.2
2019-01-12,35,35,35,44,44,44,12,12,12,107,107,107,1.1,1.1,1.1
2019-01-11,28,28,28,38,38,38,29,29,29,114,114,114,0.8,0.8,0.8
2019-01-10,15,15,15,18,18,18,52,52,52,91,91,91,0.6,0.6,0.6
2019-01-09,23,23,23,27,27,27,60,60,60,68,68,68,0.7,0.7,0.7
2019-01-08,67,67,67,86,86,86,3,3,3,95,95,95,0.9,0.9,0.9
2019-01-07,43,43,43,51,51,51,23,23,23,106,106,106,0.8,0.8,0.8
2019-01-06,29,29,29,37,37,37,21,21,21,79,79,79,0.8,0.8,0.8
2019-01-05,33,33,33,41,41,41,24,24,24,95,95,95,0.8,0.8,0.8
2019-01-04,26,26,26,36,36,36,35,35,35,90,90,90,0.8,0.8,0.8
2019-01-03,16,16,16,23,23,23,71,71,71,94,94,94,0.8,0.8,0.8
2019-01-02,16,16,16,21,21,21,75,75,75,46,46,46,0.7,0.7,0.7
2019-01-01,54,54,54,64,64,64,20,20,20,60,60,60,0.8,0.8,0.8
