#Data for Lodi via Vignati, Lombardia from 2019/01/01 to 2020/04/03. [generated on 2020-04-03 05:44]
#Station is located at latitude 45.30601628, longitude 9.48527511
#Values are unconverted and expressed in milligrams per cubic meter.
#Values are based on daily average
#Attribution: Agenzia Regionale per la Protezione dell'Ambiente della Lombardia)  https://ita.arpalombardia.it/ITA/
date,pm25,pm25_min,pm25_max,pm10,pm10_min,pm10_max,no2,no2_min,no2_max,so2,so2_min,so2_max,co,co_min,co_max
2019-03-07,18,18,18,47,47,47,77,77,77,7,7,7,0.8,0.8,0.8
2019-03-06,24,24,24,48,48,48,82,82,82,4,4,4,1.1,1.1,1.1
2019-03-05,22,22,22,31,31,31,133,133,133,11,11,11,1,1,1
2019-03-04,23,23,23,52,52,52,75,75,75,4,4,4,1,1,1
2019-03-03,34,34,34,57,57,57,82,82,82,6,6,6,1.2,1.2,1.2
2019-03-02,28,28,28,47,47,47,87,87,87,4,4,4,1.1,1.1,1.1
2019-03-01,33,33,33,63,63,63,89,89,89,5,5,5,1,1,1
2019-02-28,27,27,27,56,56,56,81,81,81,16,16,16,1.3,1.3,1.3
2019-02-27,40,40,40,69,69,69,147,147,147,7,7,7,1.1,1.1,1.1
2019-02-26,38,38,38,61,61,61,104,104,104,8,8,8,0.9,0.9,0.9
2019-02-25,35,35,35,53,53,53,104,104,104,12,12,12,0.6,0.6,0.6
2019-02-24,19,19,19,33,33,33,70,70,70,11,11,11,0.6,0.6,0.6
2019-02-23,35,35,35,59,59,59,69,69,69,3,3,3,1,1,1
2019-02-22,32,32,32,61,61,61,116,116,116,10,10,10,0.9,0.9,0.9
2019-02-21,47,47,47,73,73,73,114,114,114,8,8,8,1.1,1.1,1.1
2019-02-20,40,40,40,64,64,64,89,89,89,4,4,4,0.8,0.8,0.8
2019-02-19,12,12,12,28,28,28,73,73,73,7,7,7,0.6,0.6,0.6
2019-02-18,32,32,32,54,54,54,118,118,118,8,8,8,0.8,0.8,0.8
2019-02-17,74,74,74,100,100,100,98,98,98,9,9,9,1.1,1.1,1.1
2019-02-16,70,70,70,99,99,99,94,94,94,7,7,7,1.1,1.1,1.1
2019-02-15,51,51,51,81,81,81,134,134,134,9,9,9,1.6,1.6,1.6
2019-02-14,33,33,33,57,57,57,151,151,151,11,11,11,1.5,1.5,1.5
2019-02-13,18,18,18,37,37,37,100,100,100,6,6,6,1.1,1.1,1.1
2019-02-12,7,7,7,14,14,14,86,86,86,10,10,10,0.9,0.9,0.9
2019-02-11,30,30,30,40,40,40,37,37,37,3,3,3,1.1,1.1,1.1
2019-02-10,61,61,61,87,87,87,83,83,83,6,6,6,1.5,1.5,1.5
2019-02-09,51,51,51,81,81,81,91,91,91,12,12,12,1.4,1.4,1.4
2019-02-08,50,50,50,76,76,76,133,133,133,8,8,8,1.4,1.4,1.4
2019-02-07,37,37,37,62,62,62,74,74,74,8,8,8,1.3,1.3,1.3
2019-02-06,40,40,40,66,66,66,85,85,85,7,7,7,1.2,1.2,1.2
2019-02-05,29,29,29,49,49,49,82,82,82,6,6,6,1.2,1.2,1.2
2019-02-04,21,21,21,32,32,32,71,71,71,7,7,7,1,1,1
2019-02-03,16,16,16,27,27,27,63,63,63,6,6,6,0.9,0.9,0.9
2019-02-02,18,18,18,30,30,30,54,54,54,6,6,6,0.8,0.8,0.8
2019-02-01,18,18,18,29,29,29,79,79,79,6,6,6,0.9,0.9,0.9
2019-01-31,22,22,22,37,37,37,55,55,55,6,6,6,0.8,0.8,0.8
2019-01-30,16,16,16,27,27,27,57,57,57,6,6,6,0.9,0.9,0.9
2019-01-29,34,34,34,50,50,50,113,113,113,"-","-","-",1.2,1.2,1.2
2019-01-28,44,44,44,60,60,60,78,78,78,"-","-","-",0.9,0.9,0.9
2019-01-27,62,62,62,80,80,80,58,58,58,"-","-","-",1.1,1.1,1.1
2019-01-26,42,42,42,61,61,61,92,92,92,"-","-","-",1,1,1
2019-01-25,34,34,34,49,49,49,93,93,93,"-","-","-",1,1,1
2019-01-24,31,31,31,45,45,45,85,85,85,"-","-","-",1,1,1
2019-01-23,30,30,30,43,43,43,64,64,64,"-","-","-",0.9,0.9,0.9
2019-01-22,54,54,54,71,71,71,84,84,84,"-","-","-",0.8,0.8,0.8
2019-01-21,50,50,50,67,67,67,91,91,91,"-","-","-",1,1,1
2019-01-20,29,29,29,44,44,44,66,66,66,"-","-","-",0.9,0.9,0.9
2019-01-19,6,6,6,18,18,18,70,70,70,"-","-","-",0.9,0.9,0.9
2019-01-18,26,26,26,45,45,45,57,57,57,"-","-","-",0.8,0.8,0.8
2019-01-17,32,32,32,54,54,54,"-","-","-","-","-","-",1.1,1.1,1.1
2019-01-16,30,30,30,54,54,54,"-","-","-","-","-","-",1.2,1.2,1.2
2019-01-15,12,12,12,21,21,21,51,51,51,8,8,8,1,1,1
2019-01-14,6,6,6,11,11,11,51,51,51,7,7,7,0.7,0.7,0.7
2019-01-13,50,50,50,71,71,71,82,82,82,7,7,7,1.1,1.1,1.1
2019-01-12,30,30,30,47,47,47,89,89,89,10,10,10,1.1,1.1,1.1
2019-01-11,17,17,17,33,33,33,122,122,122,13,13,13,1,1,1
2019-01-10,9,9,9,20,20,20,81,81,81,11,11,11,1,1,1
2019-01-09,20,20,20,31,31,31,52,52,52,7,7,7,0.9,0.9,0.9
2019-01-08,64,64,64,100,100,100,55,55,55,6,6,6,1.7,1.7,1.7
2019-01-07,74,74,74,92,92,92,98,98,98,10,10,10,1.6,1.6,1.6
2019-01-06,53,53,53,70,70,70,82,82,82,9,9,9,1.5,1.5,1.5
2019-01-05,49,49,49,66,66,66,79,79,79,8,8,8,1.1,1.1,1.1
2019-01-04,36,36,36,52,52,52,91,91,91,8,8,8,1.2,1.2,1.2
2019-01-03,15,15,15,24,24,24,93,93,93,7,7,7,1.1,1.1,1.1
2019-01-02,17,17,17,28,28,28,44,44,44,5,5,5,0.8,0.8,0.8
2019-01-01,52,52,52,75,75,75,49,49,49,6,6,6,1.1,1.1,1.1
