#Data for Pavia Folperti, Lombardia from 2019/01/01 to 2020/04/03. [generated on 2020-04-03 05:44]
#Station is located at latitude 45.19468231, longitude 9.16464919
#Values are unconverted and expressed in milligrams per cubic meter.
#Values are based on daily average
#Attribution: Agenzia Regionale per la Protezione dell'Ambiente della Lombardia)  https://ita.arpalombardia.it/ITA/
date,pm25,pm25_min,pm25_max,pm10,pm10_min,pm10_max,o3,o3_min,o3_max,no2,no2_min,no2_max,so2,so2_min,so2_max
2019-04-05,9,9,9,9,9,9,89,89,89,39,39,39,5,5,5
2019-04-04,14,14,14,23,23,23,59,59,59,35,35,35,5,5,5
2019-04-03,25,25,25,18,18,18,81,81,81,72,72,72,6,6,6
2019-04-02,"-","-","-",48,48,48,90,90,90,73,73,73,6,6,6
2019-04-01,31,31,31,49,49,49,102,102,102,98,98,98,6,6,6
2019-03-31,34,34,34,51,51,51,126,126,126,55,55,55,6,6,6
2019-03-30,34,34,34,38,38,38,108,108,108,67,67,67,6,6,6
2019-03-29,31,31,31,38,38,38,82,82,82,69,69,69,7,7,7
2019-03-28,19,19,19,25,25,25,79,79,79,58,58,58,6,6,6
2019-03-27,15,15,15,22,22,22,84,84,84,52,52,52,6,6,6
2019-03-26,6,6,6,6,6,6,91,91,91,51,51,51,6,6,6
2019-03-25,21,21,21,31,31,31,116,116,116,55,55,55,7,7,7
2019-03-24,35,35,35,37,37,37,120,120,120,91,91,91,12,12,12
2019-03-23,38,38,38,45,45,45,94,94,94,77,77,77,8,8,8
2019-03-22,40,40,40,50,50,50,78,78,78,98,98,98,7,7,7
2019-03-21,27,27,27,31,31,31,74,74,74,80,80,80,5,5,5
2019-03-20,14,14,14,22,22,22,74,74,74,55,55,55,5,5,5
2019-03-19,7,7,7,11,11,11,71,71,71,43,43,43,5,5,5
2019-03-18,"-","-","-",4,4,4,87,87,87,50,50,50,6,6,6
2019-03-17,25,25,25,33,33,33,49,49,49,53,53,53,6,6,6
2019-03-16,10,10,10,21,21,21,73,73,73,48,48,48,6,6,6
2019-03-15,13,13,13,17,17,17,75,75,75,52,52,52,14,14,14
2019-03-14,19,19,19,31,31,31,76,76,76,50,50,50,15,15,15
2019-03-13,19,19,19,22,22,22,78,78,78,73,73,73,11,11,11
2019-03-12,13,13,13,13,13,13,75,75,75,62,62,62,6,6,6
2019-03-11,5,5,5,13,13,13,82,82,82,45,45,45,6,6,6
2019-03-10,12,12,12,19,19,19,70,70,70,33,33,33,8,8,8
2019-03-09,13,13,13,22,22,22,75,75,75,48,48,48,8,8,8
2019-03-08,14,14,14,24,24,24,72,72,72,52,52,52,7,7,7
2019-03-07,39,39,39,47,47,47,46,46,46,65,65,65,10,10,10
2019-03-06,35,35,35,44,44,44,55,55,55,68,68,68,8,8,8
2019-03-05,24,24,24,29,29,29,60,60,60,115,115,115,14,14,14
2019-03-04,28,28,28,40,40,40,62,62,62,77,77,77,10,10,10
2019-03-03,19,19,19,20,20,20,79,79,79,41,41,41,6,6,6
2019-03-02,20,20,20,24,24,24,64,64,64,92,92,92,9,9,9
2019-03-01,48,48,48,55,55,55,74,74,74,77,77,77,10,10,10
2019-02-28,42,42,42,53,53,53,84,84,84,75,75,75,8,8,8
2019-02-27,53,53,53,60,60,60,60,60,60,93,93,93,8,8,8
2019-02-26,55,55,55,67,67,67,47,47,47,115,115,115,11,11,11
2019-02-25,52,52,52,60,60,60,47,47,47,119,119,119,16,16,16
2019-02-24,25,25,25,34,34,34,64,64,64,54,54,54,6,6,6
2019-02-23,40,40,40,52,52,52,68,68,68,56,56,56,6,6,6
2019-02-22,41,41,41,48,48,48,67,67,67,101,101,101,10,10,10
2019-02-21,59,59,59,78,78,78,36,36,36,96,96,96,9,9,9
2019-02-20,42,42,42,44,44,44,46,46,46,66,66,66,7,7,7
2019-02-19,20,20,20,25,25,25,66,66,66,70,70,70,7,7,7
2019-02-18,37,37,37,43,43,43,69,69,69,63,63,63,8,8,8
2019-02-17,78,78,78,90,90,90,51,51,51,131,131,131,9,9,9
2019-02-16,90,90,90,107,107,107,42,42,42,131,131,131,9,9,9
2019-02-15,68,68,68,80,80,80,36,36,36,88,88,88,7,7,7
2019-02-14,54,54,54,59,59,59,39,39,39,101,101,101,8,8,8
2019-02-13,33,33,33,44,44,44,38,38,38,104,104,104,8,8,8
2019-02-12,15,15,15,15,15,15,64,64,64,102,102,102,21,21,21
2019-02-11,27,27,27,33,33,33,73,73,73,48,48,48,6,6,6
2019-02-10,79,79,79,83,83,83,5,5,5,76,76,76,8,8,8
2019-02-09,62,62,62,72,72,72,18,18,18,95,95,95,7,7,7
2019-02-08,70,70,70,82,82,82,26,26,26,117,117,117,10,10,10
2019-02-07,56,56,56,73,73,73,17,17,17,85,85,85,9,9,9
2019-02-06,61,61,61,65,65,65,26,26,26,101,101,101,9,9,9
2019-02-05,48,48,48,50,50,50,18,18,18,94,94,94,8,8,8
2019-02-04,26,26,26,29,29,29,33,33,33,74,74,74,9,9,9
2019-02-03,24,24,24,22,22,22,24,24,24,54,54,54,7,7,7
2019-02-02,32,32,32,29,29,29,22,22,22,67,67,67,7,7,7
2019-02-01,31,31,31,34,34,34,12,12,12,73,73,73,8,8,8
2019-01-31,28,28,28,40,40,40,5,5,5,55,55,55,8,8,8
2019-01-30,34,34,34,38,38,38,14,14,14,69,69,69,7,7,7
2019-01-29,37,37,37,40,40,40,24,24,24,85,85,85,9,9,9
2019-01-28,63,63,63,71,71,71,26,26,26,90,90,90,8,8,8
2019-01-27,87,87,87,92,92,92,6,6,6,67,67,67,8,8,8
2019-01-26,48,48,48,53,53,53,27,27,27,81,81,81,7,7,7
2019-01-25,47,47,47,49,49,49,17,17,17,95,95,95,8,8,8
2019-01-24,37,37,37,38,38,38,23,23,23,67,67,67,9,9,9
2019-01-23,42,42,42,46,46,46,14,14,14,56,56,56,7,7,7
2019-01-22,64,64,64,73,73,73,7,7,7,68,68,68,11,11,11
2019-01-21,65,65,65,63,63,63,18,18,18,88,88,88,10,10,10
2019-01-20,38,38,38,43,43,43,30,30,30,62,62,62,8,8,8
2019-01-19,11,11,11,12,12,12,47,47,47,57,57,57,5,5,5
2019-01-18,43,43,43,48,48,48,18,18,18,51,51,51,7,7,7
2019-01-17,50,50,50,55,55,55,4,4,4,65,65,65,10,10,10
2019-01-16,48,48,48,62,62,62,8,8,8,88,88,88,13,13,13
2019-01-15,22,22,22,27,27,27,45,45,45,108,108,108,13,13,13
2019-01-14,11,11,11,13,13,13,52,52,52,79,79,79,8,8,8
2019-01-13,58,58,58,61,61,61,14,14,14,82,82,82,9,9,9
2019-01-12,35,35,35,43,43,43,15,15,15,70,70,70,6,6,6
2019-01-11,23,23,23,29,29,29,21,21,21,91,91,91,9,9,9
2019-01-10,17,17,17,20,20,20,52,52,52,90,90,90,11,11,11
2019-01-09,29,29,29,40,40,40,56,56,56,61,61,61,12,12,12
2019-01-08,77,77,77,102,102,102,7,7,7,61,61,61,8,8,8
2019-01-07,70,70,70,74,74,74,14,14,14,76,76,76,9,9,9
2019-01-06,46,46,46,51,51,51,25,25,25,76,76,76,6,6,6
2019-01-05,56,56,56,63,63,63,10,10,10,77,77,77,7,7,7
2019-01-04,46,46,46,56,56,56,14,14,14,90,90,90,9,9,9
2019-01-03,23,23,23,31,31,31,61,61,61,69,69,69,8,8,8
2019-01-02,22,22,22,23,23,23,67,67,67,47,47,47,6,6,6
2019-01-01,60,60,60,64,64,64,18,18,18,52,52,52,4,4,4
