#Data for Merate , Lombardia from 2019/01/01 to 2020/04/03. [generated on 2020-04-03 05:44]
#Station is located at latitude 45.69795956, longitude 9.40619194
#Values are unconverted and expressed in milligrams per cubic meter.
#Values are based on daily average
#Attribution: Agenzia Regionale per la Protezione dell'Ambiente della Lombardia)  https://ita.arpalombardia.it/ITA/
date,pm25,pm25_min,pm25_max,pm10,pm10_min,pm10_max,o3,o3_min,o3_max,no2,no2_min,no2_max,co,co_min,co_max
2019-04-06,21,21,21,29,29,29,56,56,56,53,53,53,0.6,0.6,0.6
2019-04-05,15,15,15,22,22,22,54,54,54,66,66,66,0.6,0.6,0.6
2019-04-04,8,8,8,12,12,12,73,73,73,73,73,73,0.6,0.6,0.6
2019-04-03,23,23,23,34,34,34,75,75,75,74,74,74,0.6,0.6,0.6
2019-04-02,25,25,25,42,42,42,105,105,105,108,108,108,0.6,0.6,0.6
2019-04-01,27,27,27,48,48,48,107,107,107,120,120,120,0.5,0.5,0.5
2019-03-31,27,27,27,40,40,40,107,107,107,120,120,120,0.6,0.6,0.6
2019-03-30,28,28,28,45,45,45,81,81,81,127,127,127,0.6,0.6,0.6
2019-03-29,22,22,22,38,38,38,74,74,74,102,102,102,0.6,0.6,0.6
2019-03-28,18,18,18,32,32,32,"-","-","-",96,96,96,0.5,0.5,0.5
2019-03-27,15,15,15,28,28,28,38,38,38,101,101,101,0.5,0.5,0.5
2019-03-26,9,9,9,19,19,19,87,87,87,97,97,97,0.4,0.4,0.4
2019-03-25,15,15,15,31,31,31,81,81,81,92,92,92,0.6,0.6,0.6
2019-03-24,26,26,26,40,40,40,88,88,88,127,127,127,0.7,0.7,0.7
2019-03-23,31,31,31,46,46,46,75,75,75,131,131,131,0.7,0.7,0.7
2019-03-22,31,31,31,49,49,49,49,49,49,139,139,139,0.7,0.7,0.7
2019-03-21,22,22,22,37,37,37,34,34,34,104,104,104,0.5,0.5,0.5
2019-03-20,17,17,17,29,29,29,68,68,68,95,95,95,0.5,0.5,0.5
2019-03-19,11,11,11,21,21,21,77,77,77,89,89,89,0.3,0.3,0.3
2019-03-18,5,5,5,9,9,9,82,82,82,72,72,72,0.3,0.3,0.3
2019-03-17,13,13,13,29,29,29,56,56,56,55,55,55,0.5,0.5,0.5
2019-03-16,15,15,15,33,33,33,51,51,51,88,88,88,0.5,0.5,0.5
2019-03-15,6,6,6,18,18,18,65,65,65,85,85,85,0.6,0.6,0.6
2019-03-14,20,20,20,35,35,35,49,49,49,107,107,107,0.6,0.6,0.6
2019-03-13,14,14,14,31,31,31,69,69,69,82,82,82,0.6,0.6,0.6
2019-03-12,7,7,7,16,16,16,85,85,85,117,117,117,0.6,0.6,0.6
2019-03-11,"-","-","-","-","-","-",85,85,85,20,20,20,"-","-","-"
2019-03-08,"-","-","-","-","-","-",31,31,31,62,62,62,0.7,0.7,0.7
2019-03-07,27,27,27,45,45,45,64,64,64,81,81,81,0.7,0.7,0.7
2019-03-06,22,22,22,43,43,43,34,34,34,114,114,114,0.7,0.7,0.7
2019-03-05,16,16,16,31,31,31,41,41,41,138,138,138,0.7,0.7,0.7
2019-03-04,20,20,20,36,36,36,45,45,45,103,103,103,0.7,0.7,0.7
2019-03-03,26,26,26,39,39,39,69,69,69,144,144,144,0.8,0.8,0.8
2019-03-02,31,31,31,50,50,50,50,50,50,149,149,149,0.8,0.8,0.8
2019-03-01,48,48,48,74,74,74,45,45,45,120,120,120,0.7,0.7,0.7
2019-02-28,47,47,47,76,76,76,42,42,42,58,58,58,0.7,0.7,0.7
2019-02-27,27,27,27,48,48,48,65,65,65,95,95,95,0.9,0.9,0.9
2019-02-26,35,35,35,63,63,63,35,35,35,78,78,78,0.8,0.8,0.8
2019-02-25,42,42,42,66,66,66,33,33,33,69,69,69,0.8,0.8,0.8
2019-02-24,24,24,24,39,39,39,59,59,59,63,63,63,0.8,0.8,0.8
2019-02-23,23,23,23,41,41,41,59,59,59,63,63,63,1,1,1
2019-02-22,57,57,57,86,86,86,29,29,29,80,80,80,1,1,1
2019-02-21,71,71,71,104,104,104,30,30,30,79,79,79,1,1,1
2019-02-20,53,53,53,77,77,77,25,25,25,70,70,70,0.9,0.9,0.9
2019-02-19,33,33,33,54,54,54,48,48,48,79,79,79,0.8,0.8,0.8
2019-02-18,40,40,40,65,65,65,45,45,45,89,89,89,0.8,0.8,0.8
2019-02-17,45,45,45,63,63,63,49,49,49,69,69,69,1,1,1
2019-02-16,59,59,59,82,82,82,31,31,31,75,75,75,1,1,1
2019-02-15,46,46,46,71,71,71,22,22,22,73,73,73,0.9,0.9,0.9
2019-02-14,37,37,37,62,62,62,22,22,22,75,75,75,0.8,0.8,0.8
2019-02-13,20,20,20,40,40,40,49,49,49,73,73,73,0.8,0.8,0.8
2019-02-12,13,13,13,27,27,27,76,76,76,60,60,60,0.5,0.5,0.5
2019-02-11,7,7,7,11,11,11,74,74,74,27,27,27,0.7,0.7,0.7
2019-02-10,32,32,32,43,43,43,20,20,20,38,38,38,0.8,0.8,0.8
2019-02-09,37,37,37,56,56,56,38,38,38,72,72,72,0.9,0.9,0.9
2019-02-08,39,39,39,65,65,65,32,32,32,86,86,86,1.2,1.2,1.2
2019-02-07,46,46,46,73,73,73,12,12,12,78,78,78,1.2,1.2,1.2
2019-02-06,30,30,30,54,54,54,30,30,30,59,59,59,0.9,0.9,0.9
2019-02-05,27,27,27,50,50,50,32,32,32,73,73,73,0.9,0.9,0.9
2019-02-04,17,17,17,38,38,38,31,31,31,73,73,73,0.8,0.8,0.8
2019-02-03,31,31,31,37,37,37,9,9,9,45,45,45,1.2,1.2,1.2
2019-02-02,31,31,31,36,36,36,6,6,6,52,52,52,1.2,1.2,1.2
2019-02-01,32,32,32,38,38,38,8,8,8,56,56,56,0.9,0.9,0.9
2019-01-31,36,36,36,48,48,48,11,11,11,56,56,56,0.9,0.9,0.9
2019-01-30,21,21,21,31,31,31,30,30,30,60,60,60,"-","-","-"
2019-01-29,35,35,35,52,52,52,20,20,20,71,71,71,0.9,0.9,0.9
2019-01-28,"-","-","-","-","-","-",30,30,30,68,68,68,0.9,0.9,0.9
2019-01-26,"-","-","-","-","-","-",11,11,11,56,56,56,0.9,0.9,0.9
2019-01-25,32,32,32,50,50,50,38,38,38,75,75,75,1,1,1
2019-01-24,47,47,47,64,64,64,21,21,21,85,85,85,1,1,1
2019-01-23,47,47,47,63,63,63,17,17,17,63,63,63,1,1,1
2019-01-22,42,42,42,66,66,66,23,23,23,83,83,83,1,1,1
2019-01-21,51,51,51,69,69,69,18,18,18,69,69,69,1,1,1
2019-01-20,36,36,36,48,48,48,32,32,32,65,65,65,0.8,0.8,0.8
2019-01-19,23,23,23,35,35,35,28,28,28,53,53,53,0.7,0.7,0.7
2019-01-18,27,27,27,41,41,41,17,17,17,50,50,50,0.7,0.7,0.7
2019-01-17,41,41,41,52,52,52,3,3,3,50,50,50,1,1,1
2019-01-16,21,21,21,40,40,40,25,25,25,73,73,73,0.9,0.9,0.9
2019-01-15,20,20,20,38,38,38,65,65,65,74,74,74,0.9,0.9,0.9
2019-01-14,9,9,9,12,12,12,62,62,62,40,40,40,0.2,0.2,0.2
2019-01-13,61,61,61,81,81,81,10,10,10,82,82,82,1.5,1.5,1.5
2019-01-12,41,41,41,58,58,58,14,14,14,76,76,76,1.4,1.4,1.4
2019-01-11,18,18,18,28,28,28,26,26,26,75,75,75,1,1,1
2019-01-10,7,7,7,16,16,16,53,53,53,78,78,78,0.6,0.6,0.6
2019-01-09,15,15,15,25,25,25,59,59,59,57,57,57,1,1,1
2019-01-08,55,55,55,81,81,81,17,17,17,60,60,60,1,1,1
2019-01-07,53,53,53,74,74,74,23,23,23,68,68,68,1.1,1.1,1.1
2019-01-06,32,32,32,45,45,45,49,49,49,64,64,64,1.4,1.4,1.4
2019-01-05,41,41,41,56,56,56,23,23,23,75,75,75,1.3,1.3,1.3
2019-01-04,26,26,26,40,40,40,27,27,27,89,89,89,1.2,1.2,1.2
2019-01-03,15,15,15,28,28,28,74,74,74,67,67,67,1.1,1.1,1.1
2019-01-02,8,8,8,14,14,14,73,73,73,29,29,29,"-","-","-"
2019-01-01,59,59,59,75,75,75,19,19,19,44,44,44,"-","-","-"
