#Data for Cremona Cadorna, Lombardia from 2019/01/01 to 2020/04/03. [generated on 2020-04-03 05:44]
#Station is located at latitude 45.13195042, longitude 10.01574064
#Values are unconverted and expressed in milligrams per cubic meter.
#Values are based on daily average
#Attribution: Agenzia Regionale per la Protezione dell'Ambiente della Lombardia)  https://ita.arpalombardia.it/ITA/
date,pm25,pm25_min,pm25_max,pm10,pm10_min,pm10_max,no2,no2_min,no2_max,so2,so2_min,so2_max,co,co_min,co_max
2019-03-24,29,29,29,49,49,49,96,96,96,15,15,15,1,1,1
2019-03-23,29,29,29,53,53,53,113,113,113,6,6,6,0.8,0.8,0.8
2019-03-22,26,26,26,46,46,46,62,62,62,7,7,7,0.6,0.6,0.6
2019-03-21,17,17,17,32,32,32,91,91,91,6,6,6,0.4,0.4,0.4
2019-03-20,12,12,12,20,20,20,51,51,51,4,4,4,0.3,0.3,0.3
2019-03-19,9,9,9,13,13,13,48,48,48,4,4,4,0.3,0.3,0.3
2019-03-18,10,10,10,14,14,14,35,35,35,5,5,5,0.4,0.4,0.4
2019-03-17,40,40,40,64,64,64,48,48,48,5,5,5,0.4,0.4,0.4
2019-03-16,31,31,31,52,52,52,53,53,53,9,9,9,0.5,0.5,0.5
2019-03-15,15,15,15,24,24,24,73,73,73,17,17,17,0.5,0.5,0.5
2019-03-14,17,17,17,29,29,29,83,83,83,11,11,11,0.5,0.5,0.5
2019-03-13,10,10,10,26,26,26,70,70,70,12,12,12,0.4,0.4,0.4
2019-03-12,6,6,6,14,14,14,73,73,73,8,8,8,0.4,0.4,0.4
2019-03-11,14,14,14,29,29,29,49,49,49,7,7,7,0.5,0.5,0.5
2019-03-10,13,13,13,27,27,27,73,73,73,11,11,11,0.5,0.5,0.5
2019-03-09,11,11,11,29,29,29,50,50,50,15,15,15,0.4,0.4,0.4
2019-03-08,20,20,20,34,34,34,51,51,51,34,34,34,0.6,0.6,0.6
2019-03-07,24,24,24,39,39,39,36,36,36,4,4,4,0.5,0.5,0.5
2019-03-06,32,32,32,51,51,51,68,68,68,4,4,4,0.9,0.9,0.9
2019-03-05,31,31,31,44,44,44,107,107,107,6,6,6,0.8,0.8,0.8
2019-03-04,47,47,47,69,69,69,57,57,57,4,4,4,0.5,0.5,0.5
2019-03-03,52,52,52,71,71,71,79,79,79,9,9,9,1,1,1
2019-03-02,44,44,44,63,63,63,95,95,95,7,7,7,0.9,0.9,0.9
2019-03-01,44,44,44,64,64,64,68,68,68,6,6,6,0.5,0.5,0.5
2019-02-28,48,48,48,69,69,69,84,84,84,11,11,11,1.4,1.4,1.4
2019-02-27,44,44,44,77,77,77,133,133,133,20,20,20,1.3,1.3,1.3
2019-02-26,44,44,44,70,70,70,141,141,141,15,15,15,1.1,1.1,1.1
2019-02-25,32,32,32,53,53,53,83,83,83,18,18,18,0.5,0.5,0.5
2019-02-24,19,19,19,31,31,31,51,51,51,5,5,5,0.4,0.4,0.4
2019-02-23,47,47,47,65,65,65,70,70,70,4,4,4,0.7,0.7,0.7
2019-02-22,63,63,63,78,78,78,85,85,85,6,6,6,0.8,0.8,0.8
2019-02-21,63,63,63,82,82,82,111,111,111,6,6,6,0.8,0.8,0.8
2019-02-20,62,62,62,81,81,81,58,58,58,8,8,8,0.7,0.7,0.7
2019-02-19,32,32,32,45,45,45,97,97,97,11,11,11,0.7,0.7,0.7
2019-02-18,54,54,54,71,71,71,95,95,95,7,7,7,1.1,1.1,1.1
2019-02-17,87,87,87,104,104,104,143,143,143,17,17,17,1,1,1
2019-02-16,74,74,74,93,93,93,100,100,100,14,14,14,0.9,0.9,0.9
2019-02-15,65,65,65,81,81,81,85,85,85,16,16,16,0.7,0.7,0.7
2019-02-14,40,40,40,56,56,56,86,86,86,14,14,14,0.7,0.7,0.7
2019-02-13,26,26,26,34,34,34,102,102,102,6,6,6,0.6,0.6,0.6
2019-02-12,10,10,10,18,18,18,78,78,78,7,7,7,0.4,0.4,0.4
2019-02-11,41,41,41,46,46,46,35,35,35,10,10,10,0.6,0.6,0.6
2019-02-10,79,79,79,91,91,91,61,61,61,6,6,6,0.7,0.7,0.7
2019-02-09,64,64,64,80,80,80,71,71,71,22,22,22,1.2,1.2,1.2
2019-02-08,59,59,59,79,79,79,113,113,113,9,9,9,1.2,1.2,1.2
2019-02-07,57,57,57,72,72,72,75,75,75,13,13,13,1.4,1.4,1.4
2019-02-06,54,54,54,71,71,71,120,120,120,10,10,10,1.4,1.4,1.4
2019-02-05,37,37,37,46,46,46,91,91,91,9,9,9,1.4,1.4,1.4
2019-02-04,26,26,26,33,33,33,97,97,97,7,7,7,1.2,1.2,1.2
2019-02-03,20,20,20,26,26,26,50,50,50,4,4,4,0.6,0.6,0.6
2019-02-02,24,24,24,28,28,28,47,47,47,3,3,3,0.6,0.6,0.6
2019-02-01,28,28,28,32,32,32,60,60,60,4,4,4,0.6,0.6,0.6
2019-01-31,34,34,34,38,38,38,54,54,54,3,3,3,0.6,0.6,0.6
2019-01-30,22,22,22,32,32,32,52,52,52,4,4,4,0.5,0.5,0.5
2019-01-29,38,38,38,45,45,45,68,68,68,6,6,6,1,1,1
2019-01-28,57,57,57,75,75,75,63,63,63,6,6,6,0.8,0.8,0.8
2019-01-27,71,71,71,85,85,85,60,60,60,4,4,4,0.9,0.9,0.9
2019-01-26,54,54,54,70,70,70,83,83,83,8,8,8,1,1,1
2019-01-25,50,50,50,64,64,64,95,95,95,9,9,9,0.9,0.9,0.9
2019-01-24,38,38,38,46,46,46,89,89,89,5,5,5,0.7,0.7,0.7
2019-01-23,32,32,32,41,41,41,47,47,47,3,3,3,0.9,0.9,0.9
2019-01-22,65,65,65,79,79,79,77,77,77,5,5,5,1.2,1.2,1.2
2019-01-21,60,60,60,77,77,77,64,64,64,5,5,5,0.8,0.8,0.8
2019-01-20,38,38,38,52,52,52,55,55,55,4,4,4,0.7,0.7,0.7
2019-01-19,9,9,9,16,16,16,49,49,49,3,3,3,0.4,0.4,0.4
2019-01-18,41,41,41,53,53,53,45,45,45,4,4,4,0.7,0.7,0.7
2019-01-17,49,49,49,65,65,65,69,69,69,5,5,5,1.1,1.1,1.1
2019-01-16,34,34,34,60,60,60,92,92,92,11,11,11,1.4,1.4,1.4
2019-01-15,20,20,20,37,37,37,149,149,149,9,9,9,1.3,1.3,1.3
2019-01-14,25,25,25,35,35,35,56,56,56,5,5,5,1.1,1.1,1.1
2019-01-13,60,60,60,75,75,75,87,87,87,6,6,6,1.1,1.1,1.1
2019-01-12,32,32,32,48,48,48,82,82,82,8,8,8,1.1,1.1,1.1
2019-01-11,29,29,29,46,46,46,97,97,97,7,7,7,1.1,1.1,1.1
2019-01-10,18,18,18,34,34,34,105,105,105,8,8,8,1,1,1
2019-01-09,31,31,31,50,50,50,68,68,68,5,5,5,0.7,0.7,0.7
2019-01-08,67,67,67,93,93,93,55,55,55,4,4,4,1.3,1.3,1.3
2019-01-07,82,82,82,103,103,103,77,77,77,5,5,5,1.1,1.1,1.1
2019-01-06,67,67,67,84,84,84,102,102,102,12,12,12,"-","-","-"
2019-01-05,53,53,53,68,68,68,76,76,76,8,8,8,"-","-","-"
2019-01-04,42,42,42,57,57,57,73,73,73,6,6,6,0.7,0.7,0.7
2019-01-03,20,20,20,35,35,35,98,98,98,6,6,6,0.6,0.6,0.6
2019-01-02,31,31,31,47,47,47,62,62,62,3,3,3,0.7,0.7,0.7
2019-01-01,52,52,52,67,67,67,47,47,47,4,4,4,0.9,0.9,0.9
