#Data for Varese Copelli, Lombardia from 2019/01/01 to 2020/04/03. [generated on 2020-04-03 05:44]
#Station is located at latitude 45.8169745, longitude 8.82024911
#Values are unconverted and expressed in milligrams per cubic meter.
#Values are based on daily average
#Attribution: Agenzia Regionale per la Protezione dell'Ambiente della Lombardia)  https://ita.arpalombardia.it/ITA/
date,pm25,pm25_min,pm25_max,pm10,pm10_min,pm10_max,no2,no2_min,no2_max,co,co_min,co_max
2019-04-18,26,26,26,31,31,31,69,69,69,0.3,0.3,0.3
2019-04-17,15,15,15,23,23,23,70,70,70,0.4,0.4,0.4
2019-04-16,22,22,22,27,27,27,59,59,59,0.4,0.4,0.4
2019-04-15,12,12,12,13,13,13,51,51,51,0.5,0.5,0.5
2019-04-14,12,12,12,14,14,14,57,57,57,0.5,0.5,0.5
2019-04-13,25,25,25,27,27,27,41,41,41,0.6,0.6,0.6
2019-04-12,20,20,20,20,20,20,54,54,54,0.6,0.6,0.6
2019-04-11,25,25,25,28,28,28,47,47,47,0.6,0.6,0.6
2019-04-10,18,18,18,22,22,22,59,59,59,0.6,0.6,0.6
2019-04-09,10,10,10,14,14,14,62,62,62,0.5,0.5,0.5
2019-04-08,12,12,12,13,13,13,56,56,56,0.5,0.5,0.5
2019-04-07,23,23,23,22,22,22,48,48,48,0.5,0.5,0.5
2019-04-06,21,21,21,24,24,24,53,53,53,0.5,0.5,0.5
2019-04-05,11,11,11,9,9,9,63,63,63,0.5,0.5,0.5
2019-04-04,12,12,12,17,17,17,61,61,61,0.5,0.5,0.5
2019-04-03,16,16,16,23,23,23,67,67,67,0.5,0.5,0.5
2019-04-02,26,26,26,32,32,32,77,77,77,0.5,0.5,0.5
2019-04-01,22,22,22,30,30,30,96,96,96,0.5,0.5,0.5
2019-03-31,23,23,23,27,27,27,98,98,98,0.7,0.7,0.7
2019-03-30,25,25,25,33,33,33,92,92,92,0.6,0.6,0.6
2019-03-29,25,25,25,32,32,32,93,93,93,0.5,0.5,0.5
2019-03-28,21,21,21,27,27,27,73,73,73,0.5,0.5,0.5
2019-03-27,19,19,19,22,22,22,82,82,82,0.4,0.4,0.4
2019-03-26,"-","-","-","-","-","-",65,65,65,0.5,0.5,0.5
2019-03-25,"-","-","-","-","-","-",64,64,64,0.8,0.8,0.8
2019-03-24,22,22,22,27,27,27,95,95,95,0.9,0.9,0.9
2019-03-23,27,27,27,35,35,35,110,110,110,0.9,0.9,0.9
2019-03-22,25,25,25,33,33,33,99,99,99,0.8,0.8,0.8
2019-03-21,23,23,23,30,30,30,87,87,87,0.7,0.7,0.7
2019-03-20,22,22,22,24,24,24,75,75,75,0.7,0.7,0.7
2019-03-19,15,15,15,18,18,18,68,68,68,0.6,0.6,0.6
2019-03-18,8,8,8,7,7,7,58,58,58,0.6,0.6,0.6
2019-03-17,12,12,12,23,23,23,52,52,52,0.7,0.7,0.7
2019-03-16,13,13,13,17,17,17,69,69,69,0.8,0.8,0.8
2019-03-15,14,14,14,16,16,16,85,85,85,0.8,0.8,0.8
2019-03-14,11,11,11,13,13,13,57,57,57,0.6,0.6,0.6
2019-03-13,13,13,13,16,16,16,64,64,64,0.7,0.7,0.7
2019-03-12,10,10,10,11,11,11,84,84,84,0.7,0.7,0.7
2019-03-11,8,8,8,17,17,17,52,52,52,0.7,0.7,0.7
2019-03-10,16,16,16,32,32,32,62,62,62,0.7,0.7,0.7
2019-03-09,22,22,22,33,33,33,76,76,76,0.7,0.7,0.7
2019-03-08,21,21,21,26,26,26,68,68,68,0.7,0.7,0.7
2019-03-07,21,21,21,20,20,20,52,52,52,0.7,0.7,0.7
2019-03-06,24,24,24,29,29,29,65,65,65,0.7,0.7,0.7
2019-03-05,13,13,13,16,16,16,89,89,89,0.7,0.7,0.7
2019-03-04,26,26,26,37,37,37,69,69,69,0.7,0.7,0.7
2019-03-03,19,19,19,22,22,22,86,86,86,0.7,0.7,0.7
2019-03-02,14,14,14,17,17,17,87,87,87,0.6,0.6,0.6
2019-03-01,30,30,30,32,32,32,83,83,83,0.8,0.8,0.8
2019-02-28,44,44,44,55,55,55,98,98,98,1.1,1.1,1.1
2019-02-27,27,27,27,34,34,34,111,111,111,1,1,1
2019-02-26,35,35,35,45,45,45,94,94,94,1,1,1
2019-02-25,45,45,45,61,61,61,95,95,95,0.8,0.8,0.8
2019-02-24,29,29,29,39,39,39,76,76,76,0.7,0.7,0.7
2019-02-23,27,27,27,35,35,35,56,56,56,0.6,0.6,0.6
2019-02-22,37,37,37,42,42,42,98,98,98,0.9,0.9,0.9
2019-02-21,59,59,59,74,74,74,90,90,90,0.9,0.9,0.9
2019-02-20,47,47,47,60,60,60,86,86,86,0.9,0.9,0.9
2019-02-19,42,42,42,52,52,52,93,93,93,0.8,0.8,0.8
2019-02-18,39,39,39,60,60,60,101,101,101,0.9,0.9,0.9
2019-02-17,37,37,37,50,50,50,96,96,96,0.9,0.9,0.9
2019-02-16,55,55,55,71,71,71,89,89,89,0.9,0.9,0.9
2019-02-15,37,37,37,51,51,51,95,95,95,0.9,0.9,0.9
2019-02-14,29,29,29,47,47,47,90,90,90,0.9,0.9,0.9
2019-02-13,26,26,26,40,40,40,86,86,86,0.8,0.8,0.8
2019-02-12,18,18,18,19,19,19,100,100,100,0.7,0.7,0.7
2019-02-11,8,8,8,11,11,11,66,66,66,0.9,0.9,0.9
2019-02-10,43,43,43,45,45,45,62,62,62,0.9,0.9,0.9
2019-02-09,31,31,31,46,46,46,92,92,92,1.1,1.1,1.1
2019-02-08,34,34,34,44,44,44,102,102,102,1,1,1
2019-02-07,31,31,31,43,43,43,90,90,90,1.1,1.1,1.1
2019-02-06,27,27,27,40,40,40,99,99,99,1,1,1
2019-02-05,20,20,20,29,29,29,86,86,86,0.8,0.8,0.8
2019-02-04,17,17,17,21,21,21,78,78,78,0.8,0.8,0.8
2019-02-03,14,14,14,15,15,15,52,52,52,1,1,1
2019-02-02,23,23,23,26,26,26,63,63,63,1,1,1
2019-02-01,26,26,26,24,24,24,61,61,61,0.9,0.9,0.9
2019-01-31,34,34,34,38,38,38,84,84,84,0.9,0.9,0.9
2019-01-30,29,29,29,32,32,32,66,66,66,1,1,1
2019-01-29,24,24,24,31,31,31,96,96,96,1,1,1
2019-01-28,37,37,37,42,42,42,93,93,93,1,1,1
2019-01-27,60,60,60,71,71,71,95,95,95,1.3,1.3,1.3
2019-01-26,44,44,44,58,58,58,114,114,114,1.1,1.1,1.1
2019-01-25,24,24,24,30,30,30,99,99,99,0.9,0.9,0.9
2019-01-24,46,46,46,51,51,51,89,89,89,0.9,0.9,0.9
2019-01-23,45,45,45,48,48,48,88,88,88,1,1,1
2019-01-22,32,32,32,42,42,42,88,88,88,1,1,1
2019-01-21,33,33,33,37,37,37,90,90,90,1,1,1
2019-01-20,32,32,32,33,33,33,72,72,72,0.9,0.9,0.9
2019-01-19,26,26,26,26,26,26,60,60,60,0.8,0.8,0.8
2019-01-18,25,25,25,26,26,26,79,79,79,0.9,0.9,0.9
2019-01-17,31,31,31,38,38,38,72,72,72,0.9,0.9,0.9
2019-01-16,19,19,19,30,30,30,86,86,86,1.1,1.1,1.1
2019-01-15,15,15,15,21,21,21,113,113,113,1.1,1.1,1.1
2019-01-14,12,12,12,14,14,14,78,78,78,0.7,0.7,0.7
2019-01-13,24,24,24,30,30,30,88,88,88,1.3,1.3,1.3
2019-01-12,39,39,39,45,45,45,108,108,108,1.2,1.2,1.2
2019-01-11,17,17,17,19,19,19,88,88,88,0.8,0.8,0.8
2019-01-10,14,14,14,17,17,17,92,92,92,0.6,0.6,0.6
2019-01-09,18,18,18,20,20,20,75,75,75,0.7,0.7,0.7
2019-01-08,62,62,62,71,71,71,94,94,94,1,1,1
2019-01-07,55,55,55,60,60,60,96,96,96,1,1,1
2019-01-06,17,17,17,21,21,21,78,78,78,1.6,1.6,1.6
2019-01-05,89,89,89,96,96,96,105,105,105,1.6,1.6,1.6
2019-01-04,30,30,30,37,37,37,96,96,96,1.3,1.3,1.3
2019-01-03,13,13,13,16,16,16,65,65,65,0.7,0.7,0.7
2019-01-02,15,15,15,15,15,15,60,60,60,1.1,1.1,1.1
2019-01-01,43,43,43,53,53,53,65,65,65,1.4,1.4,1.4
