#Data for Cornale , Lombardia from 2019/01/01 to 2020/04/03. [generated on 2020-04-03 05:44]
#Station is located at latitude 45.04008561, longitude 8.91415717
#Values are unconverted and expressed in milligrams per cubic meter.
#Values are based on daily average
#Attribution: Agenzia Regionale per la Protezione dell'Ambiente della Lombardia)  https://ita.arpalombardia.it/ITA/
date,pm25,pm25_min,pm25_max,o3,o3_min,o3_max,no2,no2_min,no2_max,co,co_min,co_max
2019-04-01,30,30,30,120,120,120,50,50,50,0.3,0.3,0.3
2019-03-31,27,27,27,128,128,128,42,42,42,0.3,0.3,0.3
2019-03-30,24,24,24,113,113,113,50,50,50,0.3,0.3,0.3
2019-03-29,22,22,22,91,91,91,72,72,72,0.3,0.3,0.3
2019-03-28,16,16,16,86,86,86,35,35,35,0.1,0.1,0.1
2019-03-27,14,14,14,87,87,87,32,32,32,0.1,0.1,0.1
2019-03-26,13,13,13,98,98,98,22,22,22,0.8,0.8,0.8
2019-03-25,21,21,21,119,119,119,20,20,20,1,1,1
2019-03-24,27,27,27,123,123,123,28,28,28,"-","-","-"
2019-03-23,31,31,31,108,108,108,44,44,44,1.2,1.2,1.2
2019-03-22,30,30,30,96,96,96,63,63,63,1.1,1.1,1.1
2019-03-21,22,22,22,89,89,89,39,39,39,0.5,0.5,0.5
2019-03-20,17,17,17,82,82,82,46,46,46,"-","-","-"
2019-03-19,10,10,10,87,87,87,27,27,27,"-","-","-"
2019-03-18,6,6,6,94,94,94,8,8,8,0.1,0.1,0.1
2019-03-17,16,16,16,88,88,88,14,14,14,0.1,0.1,0.1
2019-03-16,11,11,11,77,77,77,14,14,14,0.1,0.1,0.1
2019-03-15,11,11,11,84,84,84,34,34,34,0.2,0.2,0.2
2019-03-14,12,12,12,89,89,89,26,26,26,0.2,0.2,0.2
2019-03-13,8,8,8,90,90,90,29,29,29,"-","-","-"
2019-03-12,8,8,8,89,89,89,18,18,18,0.1,0.1,0.1
2019-03-11,13,13,13,87,87,87,23,23,23,0.2,0.2,0.2
2019-03-10,11,11,11,74,74,74,9,9,9,"-","-","-"
2019-03-09,13,13,13,82,82,82,23,23,23,1,1,1
2019-03-08,22,22,22,84,84,84,33,33,33,1.2,1.2,1.2
2019-03-07,44,44,44,48,48,48,43,43,43,"-","-","-"
2019-03-06,23,23,23,63,63,63,44,44,44,"-","-","-"
2019-03-05,24,24,24,81,81,81,41,41,41,"-","-","-"
2019-03-04,21,21,21,84,84,84,48,48,48,"-","-","-"
2019-03-03,19,19,19,99,99,99,22,22,22,"-","-","-"
2019-03-02,15,15,15,85,85,85,28,28,28,"-","-","-"
2019-03-01,31,31,31,91,91,91,43,43,43,"-","-","-"
2019-02-28,33,33,33,98,98,98,36,36,36,"-","-","-"
2019-02-27,38,38,38,75,75,75,59,59,59,"-","-","-"
2019-02-26,44,44,44,71,71,71,49,49,49,0.7,0.7,0.7
2019-02-25,28,28,28,67,67,67,66,66,66,0.6,0.6,0.6
2019-02-24,17,17,17,75,75,75,42,42,42,0.6,0.6,0.6
2019-02-23,24,24,24,73,73,73,45,45,45,0.4,0.4,0.4
2019-02-22,22,22,22,82,82,82,71,71,71,0.2,0.2,0.2
2019-02-21,33,33,33,52,52,52,67,67,67,0.3,0.3,0.3
2019-02-20,22,22,22,68,68,68,59,59,59,0.2,0.2,0.2
2019-02-19,17,17,17,84,84,84,55,55,55,0.2,0.2,0.2
2019-02-18,22,22,22,82,82,82,51,51,51,0.3,0.3,0.3
2019-02-17,53,53,53,85,85,85,53,53,53,0.6,0.6,0.6
2019-02-16,63,63,63,56,56,56,69,69,69,0.5,0.5,0.5
2019-02-15,42,42,42,47,47,47,86,86,86,0.5,0.5,0.5
2019-02-14,32,32,32,48,48,48,76,76,76,0.5,0.5,0.5
2019-02-13,28,28,28,34,34,34,58,58,58,0.5,0.5,0.5
2019-02-12,10,10,10,66,66,66,58,58,58,0.5,0.5,0.5
2019-02-11,37,37,37,79,79,79,54,54,54,0.5,0.5,0.5
2019-02-10,53,53,53,12,12,12,59,59,59,0.5,0.5,0.5
2019-02-09,43,43,43,38,38,38,72,72,72,0.6,0.6,0.6
2019-02-08,52,52,52,41,41,41,79,79,79,0.8,0.8,0.8
2019-02-07,40,40,40,38,38,38,69,69,69,0.6,0.6,0.6
2019-02-06,43,43,43,41,41,41,69,69,69,0.6,0.6,0.6
2019-02-05,37,37,37,28,28,28,73,73,73,1.4,1.4,1.4
2019-02-04,27,27,27,40,40,40,60,60,60,1.3,1.3,1.3
2019-02-03,23,23,23,31,31,31,64,64,64,1.2,1.2,1.2
2019-02-02,23,23,23,39,39,39,64,64,64,1.2,1.2,1.2
2019-02-01,25,25,25,15,15,15,72,72,72,1.3,1.3,1.3
2019-01-31,37,37,37,5,5,5,54,54,54,1.3,1.3,1.3
2019-01-30,28,28,28,9,9,9,70,70,70,1.3,1.3,1.3
2019-01-29,21,21,21,35,35,35,71,71,71,1.4,1.4,1.4
2019-01-28,56,56,56,34,34,34,80,80,80,1.6,1.6,1.6
2019-01-27,64,64,64,2,2,2,76,76,76,1.8,1.8,1.8
2019-01-26,38,38,38,38,38,38,73,73,73,1.7,1.7,1.7
2019-01-25,38,38,38,28,28,28,102,102,102,1.6,1.6,1.6
2019-01-24,24,24,24,31,31,31,67,67,67,0.7,0.7,0.7
2019-01-23,41,41,41,14,14,14,70,70,70,1.3,1.3,1.3
2019-01-22,46,46,46,9,9,9,72,72,72,1.1,1.1,1.1
2019-01-21,42,42,42,23,23,23,65,65,65,1,1,1
2019-01-20,31,31,31,37,37,37,56,56,56,0.9,0.9,0.9
2019-01-19,11,11,11,52,52,52,45,45,45,0.5,0.5,0.5
2019-01-18,38,38,38,28,28,28,62,62,62,0.9,0.9,0.9
2019-01-17,37,37,37,12,12,12,53,53,53,0.8,0.8,0.8
2019-01-16,29,29,29,13,13,13,57,57,57,1,1,1
2019-01-15,16,16,16,44,44,44,"-","-","-",0.9,0.9,0.9
2019-01-14,14,14,14,53,53,53,35,35,35,0.7,0.7,0.7
2019-01-13,38,38,38,24,24,24,40,40,40,1.2,1.2,1.2
2019-01-12,24,24,24,27,27,27,43,43,43,1.1,1.1,1.1
2019-01-11,19,19,19,23,23,23,48,48,48,1,1,1
2019-01-10,16,16,16,46,46,46,52,52,52,0.9,0.9,0.9
2019-01-09,34,34,34,50,50,50,48,48,48,1.2,1.2,1.2
2019-01-08,67,67,67,7,7,7,50,50,50,1.1,1.1,1.1
2019-01-07,42,42,42,16,16,16,52,52,52,1,1,1
2019-01-06,36,36,36,31,31,31,47,47,47,1.1,1.1,1.1
2019-01-05,46,46,46,16,16,16,49,49,49,1.2,1.2,1.2
2019-01-04,29,29,29,22,22,22,40,40,40,1,1,1
2019-01-03,12,12,12,63,63,63,43,43,43,0.9,0.9,0.9
2019-01-02,29,29,29,69,69,69,29,29,29,1,1,1
2019-01-01,53,53,53,23,23,23,38,38,38,1,1,1
