#Data for Milano Pascal Città Studi, Lombardia from 2019/01/01 to 2020/04/03. [generated on 2020-04-03 05:44]
#Station is located at latitude 45.478347, longitude 9.231667
#Values are unconverted and expressed in milligrams per cubic meter.
#Values are based on daily average
#Attribution: Agenzia Regionale per la Protezione dell'Ambiente della Lombardia)  https://ita.arpalombardia.it/ITA/
date,pm25,pm25_min,pm25_max,pm10,pm10_min,pm10_max,o3,o3_min,o3_max,no2,no2_min,no2_max,so2,so2_min,so2_max
2019-03-22,39,39,39,52,52,52,76,76,76,133,133,133,12,12,12
2019-03-21,24,24,24,33,33,33,73,73,73,119,119,119,5,5,5
2019-03-20,18,18,18,26,26,26,74,74,74,85,85,85,6,6,6
2019-03-19,11,11,11,14,14,14,77,77,77,61,61,61,3,3,3
2019-03-18,4,4,4,7,7,7,84,84,84,64,64,64,2,2,2
2019-03-17,17,17,17,32,32,32,61,61,61,41,41,41,4,4,4
2019-03-16,11,11,11,20,20,20,65,65,65,53,53,53,4,4,4
2019-03-15,12,12,12,18,18,18,65,65,65,74,74,74,5,5,5
2019-03-14,15,15,15,23,23,23,67,67,67,82,82,82,2,2,2
2019-03-13,14,14,14,22,22,22,75,75,75,98,98,98,5,5,5
2019-03-12,10,10,10,13,13,13,79,79,79,93,93,93,8,8,8
2019-03-11,18,18,18,21,21,21,79,79,79,89,89,89,7,7,7
2019-03-10,11,11,11,20,20,20,68,68,68,55,55,55,3,3,3
2019-03-09,12,12,12,23,23,23,77,77,77,73,73,73,7,7,7
2019-03-08,21,21,21,32,32,32,67,67,67,76,76,76,10,10,10
2019-03-07,30,30,30,42,42,42,42,42,42,91,91,91,3,3,3
2019-03-06,34,34,34,48,48,48,34,34,34,98,98,98,4,4,4
2019-03-05,21,21,21,29,29,29,49,49,49,117,117,117,6,6,6
2019-03-04,26,26,26,40,40,40,69,69,69,99,99,99,3,3,3
2019-03-03,29,29,29,38,38,38,74,74,74,117,117,117,7,7,7
2019-03-02,43,43,43,60,60,60,50,50,50,119,119,119,6,6,6
2019-03-01,41,41,41,54,54,54,68,68,68,89,89,89,5,5,5
2019-02-28,41,41,41,54,54,54,74,74,74,113,113,113,8,8,8
2019-02-27,47,47,47,69,69,69,36,36,36,146,146,146,9,9,9
2019-02-26,47,47,47,72,72,72,31,31,31,158,158,158,14,14,14
2019-02-25,49,49,49,68,68,68,38,38,38,128,128,128,7,7,7
2019-02-24,23,23,23,31,31,31,58,58,58,88,88,88,3,3,3
2019-02-23,35,35,35,49,49,49,65,65,65,87,87,87,2,2,2
2019-02-22,62,62,62,79,79,79,38,38,38,106,106,106,11,11,11
2019-02-21,67,67,67,84,84,84,36,36,36,118,118,118,7,7,7
2019-02-20,51,51,51,66,66,66,52,52,52,80,80,80,4,4,4
2019-02-19,19,19,19,27,27,27,70,70,70,76,76,76,3,3,3
2019-02-18,35,35,35,48,48,48,64,64,64,105,105,105,5,5,5
2019-02-17,71,71,71,90,90,90,45,45,45,124,124,124,6,6,6
2019-02-16,72,72,72,90,90,90,32,32,32,116,116,116,6,6,6
2019-02-15,62,62,62,82,82,82,19,19,19,134,134,134,9,9,9
2019-02-14,45,45,45,62,62,62,33,33,33,117,117,117,7,7,7
2019-02-13,21,21,21,31,31,31,47,47,47,87,87,87,7,7,7
2019-02-12,14,14,14,20,20,20,57,57,57,83,83,83,3,3,3
2019-02-11,18,18,18,21,21,21,67,67,67,64,64,64,2,2,2
2019-02-10,59,59,59,66,66,66,8,8,8,88,88,88,3,3,3
2019-02-09,56,56,56,72,72,72,37,37,37,129,129,129,14,14,14
2019-02-08,77,77,77,99,99,99,5,5,5,200,200,200,12,12,12
2019-02-07,60,60,60,79,79,79,5,5,5,135,135,135,7,7,7
2019-02-06,49,49,49,65,65,65,12,12,12,146,146,146,7,7,7
2019-02-05,37,37,37,49,49,49,15,15,15,113,113,113,15,15,15
2019-02-04,27,27,27,30,30,30,25,25,25,91,91,91,4,4,4
2019-02-03,26,26,26,29,29,29,13,13,13,62,62,62,2,2,2
2019-02-02,30,30,30,31,31,31,5,5,5,68,68,68,2,2,2
2019-02-01,26,26,26,28,28,28,9,9,9,91,91,91,3,3,3
2019-01-31,36,36,36,43,43,43,5,5,5,70,70,70,2,2,2
2019-01-30,22,22,22,25,25,25,11,11,11,67,67,67,1,1,1
2019-01-29,43,43,43,51,51,51,13,13,13,86,86,86,7,7,7
2019-01-28,40,40,40,46,46,46,25,25,25,73,73,73,6,6,6
2019-01-27,60,60,60,66,66,66,6,6,6,63,63,63,1,1,1
2019-01-26,66,66,66,77,77,77,13,13,13,117,117,117,6,6,6
2019-01-25,47,47,47,59,59,59,17,17,17,117,117,117,9,9,9
2019-01-24,52,52,52,62,62,62,20,20,20,100,100,100,4,4,4
2019-01-23,42,42,42,49,49,49,22,22,22,85,85,85,5,5,5
2019-01-22,62,62,62,77,77,77,11,11,11,102,102,102,7,7,7
2019-01-21,62,62,62,74,74,74,7,7,7,87,87,87,6,6,6
2019-01-20,39,39,39,47,47,47,23,23,23,73,73,73,3,3,3
2019-01-19,11,11,11,15,15,15,45,45,45,64,64,64,1,1,1
2019-01-18,32,32,32,40,40,40,6,6,6,58,58,58,2,2,2
2019-01-17,35,35,35,42,42,42,15,15,15,64,64,64,3,3,3
2019-01-16,39,39,39,66,66,66,10,10,10,131,131,131,13,13,13
2019-01-15,17,17,17,33,33,33,53,53,53,125,125,125,7,7,7
2019-01-14,10,10,10,17,17,17,59,59,59,71,71,71,6,6,6
2019-01-13,60,60,60,73,73,73,6,6,6,88,88,88,6,6,6
2019-01-12,44,44,44,61,61,61,7,7,7,106,106,106,8,8,8
2019-01-11,21,21,21,38,38,38,13,13,13,106,106,106,11,11,11
2019-01-10,11,11,11,20,20,20,47,47,47,80,80,80,5,5,5
2019-01-09,21,21,21,29,29,29,51,51,51,76,76,76,6,6,6
2019-01-08,83,83,83,108,108,108,3,3,3,95,95,95,6,6,6
2019-01-07,81,81,81,92,92,92,16,16,16,110,110,110,6,6,6
2019-01-06,57,57,57,68,68,68,29,29,29,98,98,98,7,7,7
2019-01-05,52,52,52,67,67,67,8,8,8,103,103,103,9,9,9
2019-01-04,37,37,37,54,54,54,5,5,5,110,110,110,8,8,8
2019-01-03,12,12,12,19,19,19,62,62,62,84,84,84,5,5,5
2019-01-02,16,16,16,20,20,20,64,64,64,50,50,50,2,2,2
2019-01-01,82,82,82,91,91,91,7,7,7,57,57,57,3,3,3
